Lon;Lat;ID;W_p;W_max;alpha;m2;Ks;Kc;;
12.9;43.31;349;0.7;100;12.25937823;13.62153136;7.617266132;1.4;;
12.9;43.34;350;0.7;100;12.36933538;13.74370597;7.561752958;1.4;;
12.9;43.37;351;0.7;100;12.47861882;13.86513202;9.294181233;1.4;;
12.9;43.4;352;0.7;100;12.46455583;13.84950648;7.15204209;1.4;;
12.9;43.43;353;0.7;100;12.46885545;13.85428384;6.750015073;1.4;;
12.9;43.46;354;0.7;100;12.49040636;13.87822928;6.501742721;1.4;;
12.9;43.49;355;0.7;100;12.52103311;13.91225902;6.306282336;1.4;;
12.9;43.52;356;0.7;100;12.55783326;13.95314806;6.136484272;1.4;;
12.9;43.55;357;0.7;100;12.60591667;14.00657408;5.96434298;1.4;;
12.9;43.58;358;0.7;100;12.66328517;14.07031686;5.77843601;1.4;;
12.9;43.61;359;0.7;100;12.70072733;14.11191925;5.736032211;1.4;;
12.9;43.64;360;0.7;100;12.75864563;14.17627293;5.591099949;1.4;;
12.9;43.67;361;0.7;100;12.66910562;14.07678402;5.933969004;1.4;;
12.9;43.7;362;0.7;100;12.76900501;14.18778335;5.556448162;1.4;;
12.9;43.73;363;0.7;100;12.72431779;14.13813087;5.695356496;1.4;;
12.9;43.76;364;0.7;100;12.71848601;14.13165113;5.72521825;1.4;;
12.9;43.79;365;0.7;100;12.72540301;14.13933668;5.711274869;1.4;;
12.9;43.82;366;0.7;100;12.7291465;14.14349611;5.677116867;1.4;;
12.9;43.85;367;0.7;100;12.72469309;14.13854788;5.61580474;1.4;;
12.9;43.88;368;0.7;100;12.72707001;14.1411889;5.514507999;1.4;;
12.9;43.91;369;0.7;100;12.70249275;14.11388084;5.559250989;1.4;;
12.93;42.95;370;0.7;100;11.28207496;12.53563885;7.129919215;1.4;;
12.93;42.98;371;0.7;100;10.56305418;11.73672687;6.061449744;1.4;;
12.93;43.01;372;0.7;100;11.35081931;12.61202145;7.449614814;1.4;;
12.93;43.04;373;0.7;100;11.48139072;12.7571008;7.987908606;1.4;;
12.93;43.07;374;0.7;100;11.49450047;12.77166719;8.465741701;1.4;;
12.93;43.1;375;0.7;100;11.63616981;12.92907757;8.086516185;1.4;;
12.93;43.13;376;0.7;100;11.78103491;13.09003879;7.700926487;1.4;;
12.93;43.16;377;0.7;100;11.87614238;13.19571376;7.466686524;1.4;;
12.93;43.19;378;0.7;100;11.89651356;13.2183484;7.301036094;1.4;;
12.93;43.22;379;0.7;100;11.86080618;13.17867354;7.21026937;1.4;;
12.93;43.25;380;0.7;100;11.97977332;13.31085924;7.610677347;1.4;;
12.93;43.28;381;0.7;100;11.76926354;13.07695949;11.15899897;1.4;;
12.93;43.31;382;0.7;100;12.18301011;13.5366779;7.749941402;1.4;;
12.93;43.34;383;0.7;100;12.29193768;13.65770853;7.457885401;1.4;;
12.93;43.37;384;0.7;100;12.36801147;13.74223497;7.346603032;1.4;;
12.93;43.4;385;0.7;100;12.41515038;13.79461153;7.038158236;1.4;;
12.93;43.43;386;0.7;100;12.4492223;13.83246923;6.750362779;1.4;;
12.93;43.46;387;0.7;100;12.48257595;13.86952883;6.512198952;1.4;;
12.93;43.49;388;0.7;100;12.51757737;13.9084193;6.280394271;1.4;;
12.93;43.52;389;0.7;100;12.55418836;13.94909818;6.044005736;1.4;;
12.93;43.55;390;0.7;100;12.61548954;14.0172106;5.855030259;1.4;;
12.93;43.58;391;0.7;100;12.89611783;14.32901981;6.080626465;1.4;;
12.93;43.61;392;0.7;100;12.70539939;14.11711043;5.675149287;1.4;;
12.93;43.64;393;0.7;100;12.73695389;14.15217099;5.673721177;1.4;;
12.93;43.67;394;0.7;100;12.78134838;14.2014982;5.579014322;1.4;;
12.93;43.7;395;0.7;100;12.76598008;14.18442231;5.629719289;1.4;;
12.93;43.73;396;0.7;100;12.74324656;14.15916284;5.689097762;1.4;;
12.93;43.76;397;0.7;100;12.73738525;14.15265028;5.707171721;1.4;;
12.93;43.79;398;0.7;100;12.76759271;14.18621412;5.661917182;1.4;;
12.93;43.82;399;0.7;100;12.83008087;14.25564541;5.555903139;1.4;;
12.93;43.85;400;0.7;100;12.79332812;14.21480902;5.492708505;1.4;;
12.93;43.88;401;0.7;100;13.03616952;14.4846328;5.879545686;1.4;;
12.96;42.95;402;0.7;100;11.4066383;12.67404255;7.422041518;1.4;;
12.96;42.98;403;0.7;100;11.3419058;12.60211756;7.400463342;1.4;;
12.96;43.01;404;0.7;100;11.43149438;12.70166042;7.644555603;1.4;;
12.96;43.04;405;0.7;100;11.50837499;12.78708332;7.865258964;1.4;;
12.96;43.07;406;0.7;100;11.53978523;12.82198358;7.855150817;1.4;;
12.96;43.1;407;0.7;100;11.55389979;12.83766644;7.596305415;1.4;;
12.96;43.13;408;0.7;100;11.69829049;12.99810054;7.507700551;1.4;;
12.96;43.16;409;0.7;100;11.80341128;13.11490142;7.398600012;1.4;;
12.96;43.19;410;0.7;100;11.75521039;13.06134488;7.181404396;1.4;;
12.96;43.22;411;0.7;100;10.51236607;11.68040674;7.35834799;1.4;;
12.96;43.25;412;0.7;100;11.84405526;13.1600614;7.32696077;1.4;;
12.96;43.28;413;0.7;100;12.01611382;13.35123758;7.701040585;1.4;;
12.96;43.31;414;0.7;100;12.13190779;13.47989755;7.574034346;1.4;;
12.96;43.34;415;0.7;100;12.22417542;13.58241713;7.399148672;1.4;;
12.96;43.37;416;0.7;100;12.30888344;13.67653715;7.188625132;1.4;;
12.96;43.4;417;0.7;100;12.38014447;13.75571607;6.937219309;1.4;;
12.96;43.43;418;0.7;100;12.42702926;13.80781029;6.723932017;1.4;;
12.96;43.46;419;0.7;100;12.47037163;13.85596847;6.503327436;1.4;;
12.96;43.49;420;0.7;100;12.51087445;13.90097161;6.210693195;1.4;;
12.96;43.52;421;0.7;100;12.47397517;13.85997241;6.289127266;1.4;;
12.96;43.55;422;0.7;100;12.60781292;14.00868102;5.84941773;1.4;;
12.96;43.58;423;0.7;100;12.67417223;14.08241359;5.746439899;1.4;;
12.96;43.61;424;0.7;100;12.7158753;14.12875034;5.738687371;1.4;;
12.96;43.64;425;0.7;100;12.7560591;14.173399;5.709447759;1.4;;
12.96;43.67;426;0.7;100;12.79783934;14.21982149;5.647109303;1.4;;
12.96;43.7;427;0.7;100;12.84563767;14.27293074;5.579728543;1.4;;
12.96;43.73;428;0.7;100;12.79365633;14.2151737;5.64995354;1.4;;
12.96;43.76;429;0.7;100;12.76908655;14.18787395;5.681809321;1.4;;
12.96;43.79;430;0.7;100;12.8477748;14.27530534;5.574778541;1.4;;
12.96;43.82;431;0.7;100;12.71883984;14.13204426;5.852926497;1.4;;
12.96;43.85;432;0.7;100;12.87387676;14.30430751;5.876790949;1.4;;
12.96;43.88;433;0.7;100;12.78951717;14.21057464;5.936632173;1.4;;
12.99;42.89;434;0.7;100;11.60500514;12.89445016;7.77287585;1.4;;
12.99;42.92;435;0.7;100;11.54183158;12.82425732;7.718870494;1.4;;
12.99;42.95;436;0.7;100;11.47905792;12.7545088;7.678044129;1.4;;
12.99;42.98;437;0.7;100;11.45394556;12.72660618;7.729083534;1.4;;
12.99;43.01;438;0.7;100;11.46916099;12.74351221;7.937085894;1.4;;
12.99;43.04;439;0.7;100;11.477844;12.75316;8.212285683;1.4;;
12.99;43.07;440;0.7;100;11.47406678;12.74896309;7.772983424;1.4;;
12.99;43.1;441;0.7;100;10.57298203;11.74775781;5.620855736;1.4;;
12.99;43.13;442;0.7;100;11.61120429;12.9013381;7.321531208;1.4;;
12.99;43.16;443;0.7;100;11.7580228;13.06446978;7.336714218;1.4;;
12.99;43.19;444;0.7;100;11.78120021;13.09022246;7.23805838;1.4;;
12.99;43.22;445;0.7;100;11.74881555;13.0542395;7.143692486;1.4;;
12.99;43.25;446;0.7;100;11.86953665;13.18837406;7.309247756;1.4;;
12.99;43.28;447;0.7;100;11.98142371;13.31269301;7.472992745;1.4;;
12.99;43.31;448;0.7;100;12.05689494;13.39654993;7.573267726;1.4;;
12.99;43.34;449;0.7;100;12.09803758;13.44226398;7.680110429;1.4;;
12.99;43.37;450;0.7;100;12.23835683;13.59817425;7.264678202;1.4;;
12.99;43.4;451;0.7;100;12.49881046;13.88756718;6.527082845;1.4;;
12.99;43.43;452;0.7;100;12.41236188;13.7915132;6.689454296;1.4;;
12.99;43.46;453;0.7;100;12.46008927;13.84454363;6.49550038;1.4;;
12.99;43.49;454;0.7;100;12.50990293;13.89989214;6.270816566;1.4;;
12.99;43.52;455;0.7;100;12.56190634;13.95767371;6.03184766;1.4;;
12.99;43.55;456;0.7;100;12.62864353;14.03182615;5.929450484;1.4;;
12.99;43.58;457;0.7;100;12.69859207;14.10954674;5.83890672;1.4;;
12.99;43.61;458;0.7;100;12.78276299;14.20306998;5.747668453;1.4;;
12.99;43.64;459;0.7;100;12.89934004;14.33260004;5.632644345;1.4;;
12.99;43.67;460;0.7;100;12.91438778;14.34931975;5.566015146;1.4;;
12.99;43.7;461;0.7;100;12.72247454;14.13608283;5.883095167;1.4;;
12.99;43.73;462;0.7;100;12.8686476;14.29849733;5.577950473;1.4;;
12.99;43.76;463;0.7;100;12.79348273;14.21498081;5.670584165;1.4;;
12.99;43.79;464;0.7;100;12.8133597;14.23706634;5.63611079;1.4;;
12.99;43.82;465;0.7;100;12.87947129;14.31052366;5.536994779;1.4;;
12.99;43.85;466;0.7;100;12.82407996;14.24897773;5.575489918;1.4;;
13.02;42.92;467;0.7;100;11.50699941;12.7855549;7.838211186;1.4;;
13.02;42.95;468;0.7;100;11.43919948;12.71022164;7.887871726;1.4;;
13.02;42.98;469;0.7;100;11.37708617;12.64120685;8.046108484;1.4;;
13.02;43.01;470;0.7;100;11.41436929;12.68263255;8.338742604;1.4;;
13.02;43.04;471;0.7;100;10.96208932;12.18009925;12.64842883;1.4;;
13.02;43.07;472;0.7;100;11.49214644;12.7690516;8.12318186;1.4;;
13.02;43.1;473;0.7;100;11.53034884;12.81149871;7.510529493;1.4;;
13.02;43.13;474;0.7;100;11.65438427;12.94931585;7.388535688;1.4;;
13.02;43.16;475;0.7;100;11.75019976;13.05577751;7.330355169;1.4;;
13.02;43.19;476;0.7;100;11.79617122;13.10685691;7.271467442;1.4;;
13.02;43.22;477;0.7;100;11.81946333;13.13273703;7.264712487;1.4;;
13.02;43.25;478;0.7;100;11.84810665;13.16456294;7.417107873;1.4;;
13.02;43.28;479;0.7;100;11.87464219;13.19404688;7.715883838;1.4;;
13.02;43.31;480;0.7;100;11.93832426;13.26480473;7.87152817;1.4;;
13.02;43.34;481;0.7;100;11.12406451;12.36007168;12.66114886;1.4;;
13.02;43.37;482;0.7;100;12.13736397;13.48595997;7.534376768;1.4;;
13.02;43.4;483;0.7;100;12.30305746;13.67006385;6.96546014;1.4;;
13.02;43.43;484;0.7;100;12.38760852;13.76400947;6.699846146;1.4;;
13.02;43.46;485;0.7;100;12.45337751;13.83708612;6.49239262;1.4;;
13.02;43.49;486;0.7;100;12.51736806;13.90818673;6.294037607;1.4;;
13.02;43.52;487;0.7;100;12.59076061;13.98973401;6.102638259;1.4;;
13.02;43.55;488;0.7;100;12.69563986;14.10626651;5.92185433;1.4;;
13.02;43.58;489;0.7;100;12.83403298;14.26003665;5.748392004;1.4;;
13.02;43.61;490;0.7;100;12.93265576;14.36961752;5.652091906;1.4;;
13.02;43.64;491;0.7;100;12.72166162;14.13517957;5.945378681;1.4;;
13.02;43.67;492;0.7;100;12.9876591;14.43073233;5.558603599;1.4;;
13.02;43.7;493;0.7;100;12.92105035;14.35672261;5.568401798;1.4;;
13.02;43.73;494;0.7;100;12.84138876;14.26820974;5.647075304;1.4;;
13.02;43.76;495;0.7;100;12.79490557;14.21656175;5.694292669;1.4;;
13.02;43.79;496;0.7;100;12.78629289;14.2069921;5.693795368;1.4;;
13.02;43.82;497;0.7;100;12.78950214;14.21055793;5.676609847;1.4;;
13.02;43.85;498;0.7;100;12.77524903;14.19472114;5.68151516;1.4;;
13.05;42.92;499;0.7;100;11.41546662;12.68385181;7.979165143;1.4;;
13.05;42.95;500;0.7;100;11.27455764;12.52728626;8.071701837;1.4;;
13.05;42.98;501;0.7;100;10.49372308;11.65969231;9.690406919;1.4;;
13.05;43.01;502;0.7;100;11.37057228;12.6339692;8.272900911;1.4;;
13.05;43.04;503;0.7;100;11.47029579;12.7447731;8.348616246;1.4;;
13.05;43.07;504;0.7;100;11.55992021;12.84435578;7.970903765;1.4;;
13.05;43.1;505;0.7;100;11.63031235;12.92256928;7.636864952;1.4;;
13.05;43.13;506;0.7;100;11.69820894;12.99800994;7.45379391;1.4;;
13.05;43.16;507;0.7;100;11.75459525;13.06066139;7.346843892;1.4;;
13.05;43.19;508;0.7;100;11.78460624;13.09400693;7.275464427;1.4;;
13.05;43.22;509;0.7;100;11.76993622;13.07770691;7.244863155;1.4;;
13.05;43.25;510;0.7;100;11.69468582;12.99409536;7.470770797;1.4;;
13.05;43.28;511;0.7;100;11.01329871;12.23699857;12.00362941;1.4;;
13.05;43.31;512;0.7;100;11.88423245;13.20470272;7.841183767;1.4;;
13.05;43.34;513;0.7;100;11.99742749;13.33047499;7.734513305;1.4;;
13.05;43.37;514;0.7;100;12.15126781;13.50140868;7.313238228;1.4;;
13.05;43.4;515;0.7;100;12.27984569;13.64427299;6.946136223;1.4;;
13.05;43.43;516;0.7;100;12.37470308;13.74967009;6.687974032;1.4;;
13.05;43.46;517;0.7;100;12.45398993;13.83776659;6.476628911;1.4;;
13.05;43.49;518;0.7;100;12.53300285;13.92555872;6.276238071;1.4;;
13.05;43.52;519;0.7;100;12.63625572;14.04028413;6.049520092;1.4;;
13.05;43.55;520;0.7;100;12.8274492;14.25272134;5.747320345;1.4;;
13.05;43.58;521;0.7;100;12.66740757;14.0748973;6.054780872;1.4;;
13.05;43.61;522;0.7;100;12.96450253;14.40500281;5.627590274;1.4;;
13.05;43.64;523;0.7;100;12.97833637;14.42037375;5.622275923;1.4;;
13.05;43.67;524;0.7;100;12.90031143;14.33367937;5.670370075;1.4;;
13.05;43.7;525;0.7;100;12.84370712;14.27078569;5.699092997;1.4;;
13.05;43.73;526;0.7;100;12.80706456;14.23007173;5.720985238;1.4;;
13.05;43.76;527;0.7;100;12.78143838;14.2015982;5.73777675;1.4;;
13.05;43.79;528;0.7;100;12.76785554;14.18650616;5.742766414;1.4;;
13.05;43.82;529;0.7;100;12.75959264;14.17732515;5.742874535;1.4;;
13.08;42.92;530;0.7;100;11.2797154;12.53301711;8.077922539;1.4;;
13.08;42.95;531;0.7;100;10.50382747;11.67091941;7.9224576;1.4;;
13.08;42.98;532;0.7;100;11.23519926;12.48355473;8.065902913;1.4;;
13.08;43.01;533;0.7;100;11.42092096;12.68991218;8.045514285;1.4;;
13.08;43.04;534;0.7;100;11.53350321;12.81500356;7.961589023;1.4;;
13.08;43.07;535;0.7;100;11.61051385;12.90057094;7.794962069;1.4;;
13.08;43.1;536;0.7;100;11.67033164;12.96703516;7.607552299;1.4;;
13.08;43.13;537;0.7;100;11.7164402;13.01826689;7.455622156;1.4;;
13.08;43.16;538;0.7;100;11.74525263;13.05028069;7.335905508;1.4;;
13.08;43.19;539;0.7;100;11.74806641;13.05340713;7.234209399;1.4;;
13.08;43.22;540;0.7;100;11.65402131;12.94891257;7.085702405;1.4;;
13.08;43.25;541;0.7;100;10.5452359;11.71692878;7.249988006;1.4;;
13.08;43.28;542;0.7;100;11.67572107;12.97302341;7.42779954;1.4;;
13.08;43.31;543;0.7;100;11.90689809;13.22988677;7.424163294;1.4;;
13.08;43.34;544;0.7;100;12.05386674;13.39318527;7.280669084;1.4;;
13.08;43.37;545;0.7;100;12.17510509;13.52789455;7.075655218;1.4;;
13.08;43.4;546;0.7;100;12.28378048;13.64864498;6.844282975;1.4;;
13.08;43.43;547;0.7;100;12.37986926;13.75541029;6.626043442;1.4;;
13.08;43.46;548;0.7;100;12.46837822;13.85375358;6.420508387;1.4;;
13.08;43.49;549;0.7;100;12.55852631;13.95391812;6.213433553;1.4;;
13.08;43.52;550;0.7;100;12.69447665;14.10497406;5.91267924;1.4;;
13.08;43.55;551;0.7;100;12.61881101;14.02090112;6.139280815;1.4;;
13.08;43.58;552;0.7;100;12.93043343;14.36714826;5.585017628;1.4;;
13.08;43.61;553;0.7;100;12.87152724;14.30169693;5.711585032;1.4;;
13.08;43.64;554;0.7;100;12.84734391;14.27482657;5.746311807;1.4;;
13.08;43.67;555;0.7;100;12.82697105;14.25219005;5.756868759;1.4;;
13.08;43.7;556;0.7;100;12.8039557;14.22661744;5.764442566;1.4;;
13.08;43.73;557;0.7;100;12.78370328;14.20411475;5.771417634;1.4;;
13.08;43.76;558;0.7;100;12.76697102;14.18552336;5.778244048;1.4;;
13.08;43.79;559;0.7;100;12.75398416;14.17109351;5.783852612;1.4;;
13.11;42.92;560;0.7;100;11.25315195;12.50350216;8.309391269;1.4;;
13.11;42.95;561;0.7;100;10.45287119;11.61430132;5.723025181;1.4;;
13.11;42.98;562;0.7;100;11.31152487;12.56836096;7.808657685;1.4;;
13.11;43.01;563;0.7;100;11.48062507;12.75625008;7.880202978;1.4;;
13.11;43.04;564;0.7;100;11.57880464;12.86533849;7.804597984;1.4;;
13.11;43.07;565;0.7;100;11.64714606;12.9412734;7.682108862;1.4;;
13.11;43.1;566;0.7;100;11.69410009;12.99344454;7.549567484;1.4;;
13.11;43.13;567;0.7;100;11.71592139;13.01769044;7.428872288;1.4;;
13.11;43.16;568;0.7;100;11.70010378;13.00011531;7.288074499;1.4;;
13.11;43.19;569;0.7;100;11.64820851;12.94245389;7.097493654;1.4;;
13.11;43.22;570;0.7;100;11.60396528;12.89329476;6.972984139;1.4;;
13.11;43.25;571;0.7;100;10.50212938;11.66903265;5.642559822;1.4;;
13.11;43.28;572;0.7;100;11.71990404;13.0221156;7.021627961;1.4;;
13.11;43.31;573;0.7;100;11.9418111;13.268679;7.112320523;1.4;;
13.11;43.34;574;0.7;100;12.08138416;13.42376018;7.038998228;1.4;;
13.11;43.37;575;0.7;100;12.19597191;13.5510799;6.896864431;1.4;;
13.11;43.4;576;0.7;100;12.30157401;13.66841557;6.71826995;1.4;;
13.11;43.43;577;0.7;100;12.40545188;13.78383542;6.518912714;1.4;;
13.11;43.46;578;0.7;100;12.5127448;13.90304978;6.292085362;1.4;;
13.11;43.49;579;0.7;100;12.6199213;14.02213478;6.043261464;1.4;;
13.11;43.52;580;0.7;100;12.71236008;14.12484453;5.840637978;1.4;;
13.11;43.55;581;0.7;100;12.62169309;14.02410343;6.125283746;1.4;;
13.11;43.58;582;0.7;100;12.82583379;14.25092644;5.675263647;1.4;;
13.11;43.61;583;0.7;100;12.80083977;14.2231553;5.781136617;1.4;;
13.11;43.64;584;0.7;100;12.7943367;14.21592967;5.803314733;1.4;;
13.11;43.67;585;0.7;100;12.78879785;14.20977539;5.804876996;1.4;;
13.11;43.7;586;0.7;100;12.78059076;14.2006564;5.802401957;1.4;;
13.11;43.73;587;0.7;100;12.77001621;14.1889069;5.802149403;1.4;;
13.11;43.76;588;0.7;100;12.7576226;14.17513622;5.806767117;1.4;;
13.11;43.79;589;0.7;100;12.74462978;14.16069976;5.815788466;1.4;;
13.14;42.86;590;0.7;100;11.3348057;12.59422855;12.70486044;1.4;;
13.14;42.89;591;0.7;100;10.97376439;12.19307155;13.70990647;1.4;;
13.14;42.92;592;0.7;100;11.33893264;12.59881405;9.28843449;1.4;;
13.14;42.95;593;0.7;100;11.33717869;12.59686521;8.245517691;1.4;;
13.14;42.98;594;0.7;100;11.43992608;12.71102898;7.999507207;1.4;;
13.14;43.01;595;0.7;100;11.54287986;12.82542207;7.880223577;1.4;;
13.14;43.04;596;0.7;100;11.6212672;12.91251911;7.752406648;1.4;;
13.14;43.07;597;0.7;100;11.67937765;12.97708628;7.619604292;1.4;;
13.14;43.1;598;0.7;100;11.71287336;13.01430373;7.500051403;1.4;;
13.14;43.13;599;0.7;100;11.69266297;12.99184774;7.439854904;1.4;;
13.14;43.16;600;0.7;100;11.57186097;12.8576233;7.362808665;1.4;;
13.14;43.19;601;0.7;100;10.60998884;11.78887649;7.296816025;1.4;;
13.14;43.22;602;0.7;100;11.62912365;12.9212485;6.937802122;1.4;;
13.14;43.25;603;0.7;100;11.69245069;12.99161187;6.903448093;1.4;;
13.14;43.28;604;0.7;100;11.84389817;13.15988686;6.94429157;1.4;;
13.14;43.31;605;0.7;100;11.99172354;13.32413727;6.94318878;1.4;;
13.14;43.34;606;0.7;100;12.11312472;13.45902747;6.870938752;1.4;;
13.14;43.37;607;0.7;100;12.22223395;13.58025995;6.746536299;1.4;;
13.14;43.4;608;0.7;100;12.33281277;13.7031253;6.578467419;1.4;;
13.14;43.43;609;0.7;100;12.46808347;13.85342608;6.353766637;1.4;;
13.14;43.46;610;0.7;100;12.64644846;14.0516094;6.029516105;1.4;;
13.14;43.49;611;0.7;100;12.54696124;13.94106805;6.2674078;1.4;;
13.14;43.52;612;0.7;100;12.71584427;14.12871585;5.82791027;1.4;;
13.14;43.55;613;0.7;100;12.74905264;14.16561405;5.778315839;1.4;;
13.14;43.58;614;0.7;100;12.75755389;14.17505988;5.809917115;1.4;;
13.14;43.61;615;0.7;100;12.76246998;14.1805222;5.836369516;1.4;;
13.14;43.64;616;0.7;100;12.76947011;14.18830012;5.837156492;1.4;;
13.14;43.67;617;0.7;100;12.77472479;14.19413865;5.826417701;1.4;;
13.14;43.7;618;0.7;100;12.77727836;14.19697595;5.81152169;1.4;;
13.14;43.73;619;0.7;100;12.77448841;14.19387601;5.802390725;1.4;;
13.14;43.76;620;0.7;100;12.76073463;14.17859403;5.812653539;1.4;;
13.17;42.86;621;0.7;100;10.88451678;12.09390753;26.59533606;1.4;;
13.17;42.89;622;0.7;100;11.36063096;12.62292329;12.01316223;1.4;;
13.17;42.92;623;0.7;100;11.43991445;12.71101606;9.70193115;1.4;;
13.17;42.95;624;0.7;100;11.48332376;12.75924862;8.722088478;1.4;;
13.17;42.98;625;0.7;100;11.53811955;12.82013283;8.248746044;1.4;;
13.17;43.01;626;0.7;100;11.60265467;12.89183852;7.966136867;1.4;;
13.17;43.04;627;0.7;100;11.66580079;12.96200088;7.749067006;1.4;;
13.17;43.07;628;0.7;100;11.71872007;13.02080008;7.566788911;1.4;;
13.17;43.1;629;0.7;100;11.75259566;13.05843962;7.410336066;1.4;;
13.17;43.13;630;0.7;100;11.69923011;12.99914457;7.399718715;1.4;;
13.17;43.16;631;0.7;100;10.45196374;11.61329304;10.52069437;1.4;;
13.17;43.19;632;0.7;100;11.58078544;12.86753938;7.255371687;1.4;;
13.17;43.22;633;0.7;100;11.74020225;13.04466917;7.03042716;1.4;;
13.17;43.25;634;0.7;100;11.84347097;13.15941219;6.952667477;1.4;;
13.17;43.28;635;0.7;100;11.94579996;13.27311107;6.896600269;1.4;;
13.17;43.31;636;0.7;100;12.05298869;13.39220965;6.831039005;1.4;;
13.17;43.34;637;0.7;100;12.15667133;13.50741258;6.733054052;1.4;;
13.17;43.37;638;0.7;100;12.25959179;13.62176865;6.59849493;1.4;;
13.17;43.4;639;0.7;100;12.38012977;13.75569974;6.404769411;1.4;;
13.17;43.43;640;0.7;100;12.57998826;13.97776473;6.077217848;1.4;;
13.17;43.46;641;0.7;100;12.52296092;13.91440102;6.323008633;1.4;;
13.17;43.49;642;0.7;100;12.75384909;14.17094343;5.823744799;1.4;;
13.17;43.52;643;0.7;100;12.69526902;14.10585446;5.909576345;1.4;;
13.17;43.55;644;0.7;100;12.70649048;14.11832276;5.906295665;1.4;;
13.17;43.58;645;0.7;100;12.73043498;14.14492776;5.887407062;1.4;;
13.17;43.61;646;0.7;100;12.75322409;14.17024899;5.869016249;1.4;;
13.17;43.64;647;0.7;100;12.77469989;14.19411098;5.843380708;1.4;;
13.17;43.67;648;0.7;100;12.79363391;14.21514879;5.810696063;1.4;;
13.17;43.7;649;0.7;100;12.8159616;14.23995733;5.75950941;1.4;;
13.17;43.73;650;0.7;100;12.8546961;14.28299567;5.67651058;1.4;;
13.2;42.74;651;0.7;100;10.67280948;11.8586772;11.28522714;1.4;;
13.2;42.86;652;0.7;100;11.44524413;12.71693792;12.44708019;1.4;;
13.2;42.89;653;0.7;100;11.48512654;12.76125171;10.96571908;1.4;;
13.2;42.92;654;0.7;100;11.52660126;12.80733473;9.755204333;1.4;;
13.2;42.95;655;0.7;100;11.56155358;12.84617064;9.005080339;1.4;;
13.2;42.98;656;0.7;100;11.59816281;12.88684757;8.478973756;1.4;;
13.2;43.01;657;0.7;100;11.64457624;12.93841804;8.072394299;1.4;;
13.2;43.04;658;0.7;100;11.71270682;13.01411869;7.724441356;1.4;;
13.2;43.07;659;0.7;100;11.78870376;13.09855973;7.397501197;1.4;;
13.2;43.1;660;0.7;100;11.83508598;13.15009553;7.217112213;1.4;;
13.2;43.13;661;0.7;100;12.5357936;13.92865956;7.447390948;1.4;;
13.2;43.16;662;0.7;100;11.74155458;13.04617176;7.285194436;1.4;;
13.2;43.19;663;0.7;100;11.77237809;13.0804201;7.197086129;1.4;;
13.2;43.22;664;0.7;100;11.85582421;13.17313801;7.040530165;1.4;;
13.2;43.25;665;0.7;100;11.94077339;13.26752599;6.929317785;1.4;;
13.2;43.28;666;0.7;100;12.03097633;13.36775148;6.827345203;1.4;;
13.2;43.31;667;0.7;100;12.12427968;13.47142187;6.716434973;1.4;;
13.2;43.34;668;0.7;100;12.21669154;13.57410171;6.569457451;1.4;;
13.2;43.37;669;0.7;100;12.31573225;13.68414695;6.361304615;1.4;;
13.2;43.4;670;0.7;100;12.43303616;13.81448462;6.186199606;1.4;;
13.2;43.43;671;0.7;100;13.04993153;14.49992392;6.375434902;1.4;;
13.2;43.46;672;0.7;100;12.69711757;14.10790841;5.869005629;1.4;;
13.2;43.49;673;0.7;100;12.67779389;14.08643765;5.957569494;1.4;;
13.2;43.52;674;0.7;100;12.67813308;14.08681453;5.969002061;1.4;;
13.2;43.55;675;0.7;100;12.70413682;14.11570758;5.94471594;1.4;;
13.2;43.58;676;0.7;100;12.7444117;14.16045745;5.904782026;1.4;;
13.2;43.61;677;0.7;100;12.78816213;14.20906904;5.857514555;1.4;;
13.2;43.64;678;0.7;100;12.83862351;14.26513724;5.787940199;1.4;;
13.2;43.67;679;0.7;100;12.91692497;14.35213886;5.674136318;1.4;;
13.2;43.7;680;0.7;100;12.92471753;14.36079725;5.61439657;1.4;;
13.2;43.73;681;0.7;100;12.71705981;14.13006646;5.991553446;1.4;;
13.23;42.74;682;0.7;100;11.39242493;12.65824993;9.548537368;1.4;;
13.23;42.77;683;0.7;100;11.50576828;12.78418698;9.456548387;1.4;;
13.23;42.86;684;0.7;100;11.5666202;12.85180022;10.45756649;1.4;;
13.23;42.89;685;0.7;100;11.57311322;12.85901469;10.18043372;1.4;;
13.23;42.92;686;0.7;100;11.59239969;12.8804441;9.797034792;1.4;;
13.23;42.95;687;0.7;100;11.61230003;12.90255559;9.390770052;1.4;;
13.23;42.98;688;0.7;100;11.61656877;12.90729863;8.754079225;1.4;;
13.23;43.01;689;0.7;100;11.60837801;12.89819779;8.082992058;1.4;;
13.23;43.04;690;0.7;100;11.73700244;13.04111382;7.620892294;1.4;;
13.23;43.07;691;0.7;100;12.31203936;13.68004373;7.666065034;1.4;;
13.23;43.1;692;0.7;100;11.88405291;13.20450323;7.149059326;1.4;;
13.23;43.13;693;0.7;100;11.90568705;13.22854117;7.084842418;1.4;;
13.23;43.16;694;0.7;100;11.88529074;13.2058786;7.122189602;1.4;;
13.23;43.19;695;0.7;100;11.90362163;13.22624626;7.079836175;1.4;;
13.23;43.22;696;0.7;100;11.95894778;13.28771975;6.979551674;1.4;;
13.23;43.25;697;0.7;100;12.03297726;13.36997473;6.863759648;1.4;;
